"","codigo_ocorrencia","ocorrencia_classificacao","ocorrencia_tipo","ocorrencia_tipo_categoria","ocorrencia_tipo_icao","ocorrencia_latitude","ocorrencia_longitude","ocorrencia_cidade","ocorrencia_uf","ocorrencia_aerodromo","ocorrencia_dia","ocorrencia_horario","total_recomendacoes","total_aeronaves_envolvidas","ocorrencia_saida_pista","aeronave_operador_categoria","aeronave_tipo_veiculo","aeronave_fabricante","aeronave_modelo","aeronave_tipo_icao","aeronave_motor_tipo","aeronave_motor_quantidade","aeronave_pmd","aeronave_pmd_categoria","aeronave_assentos","aeronave_ano_fabricacao","aeronave_pais_fabricante","aeronave_pais_registro","aeronave_registro_segmento","aeronave_fase_operacao","aeronave_tipo_operacao","aeronave_nivel_dano","total_fatalidades","fator_nome","fator_aspecto","fator_condicionante","fator_area"
"3265","201202089219196","ACIDENTE","PANE SECA","COMBUSTÍVEL","FUEL",-1.3917,-48.4939,"BELÉM","PA",NA,2012-02-08,01:44:00,3,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","BEECH AIRCRAFT","F90","BE9T","TURBOÉLICE","BIMOTOR","4967","ENTRE 2250 E 5700 KG",8,"1981","ESTADOS UNIDOS","BRASIL","PARTICULAR","APROXIMAÇÃO FINAL","VOO PRIVADO","SUBSTANCIAL",0,"ATITUDE","ASPECTO PSICOLÓGICO","INDIVIDUAL","FATOR HUMANO"
"3266","201202089219196","ACIDENTE","PANE SECA","COMBUSTÍVEL","FUEL",-1.3917,-48.4939,"BELÉM","PA",NA,2012-02-08,01:44:00,3,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","BEECH AIRCRAFT","F90","BE9T","TURBOÉLICE","BIMOTOR","4967","ENTRE 2250 E 5700 KG",8,"1981","ESTADOS UNIDOS","BRASIL","PARTICULAR","APROXIMAÇÃO FINAL","VOO PRIVADO","SUBSTANCIAL",0,"ORGANIZAÇÃO DO TRABALHO","ASPECTO PSICOLÓGICO","ORGANIZACIONAL","FATOR HUMANO"
"3267","201202089219196","ACIDENTE","PANE SECA","COMBUSTÍVEL","FUEL",-1.3917,-48.4939,"BELÉM","PA",NA,2012-02-08,01:44:00,3,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","BEECH AIRCRAFT","F90","BE9T","TURBOÉLICE","BIMOTOR","4967","ENTRE 2250 E 5700 KG",8,"1981","ESTADOS UNIDOS","BRASIL","PARTICULAR","APROXIMAÇÃO FINAL","VOO PRIVADO","SUBSTANCIAL",0,"CULTURA ORGANIZACIONAL","ASPECTO PSICOLÓGICO","ORGANIZACIONAL","FATOR HUMANO"
"3268","201202089219196","ACIDENTE","PANE SECA","COMBUSTÍVEL","FUEL",-1.3917,-48.4939,"BELÉM","PA",NA,2012-02-08,01:44:00,3,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","BEECH AIRCRAFT","F90","BE9T","TURBOÉLICE","BIMOTOR","4967","ENTRE 2250 E 5700 KG",8,"1981","ESTADOS UNIDOS","BRASIL","PARTICULAR","APROXIMAÇÃO FINAL","VOO PRIVADO","SUBSTANCIAL",0,"INDISCIPLINA DE VOO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3269","201202089219196","ACIDENTE","PANE SECA","COMBUSTÍVEL","FUEL",-1.3917,-48.4939,"BELÉM","PA",NA,2012-02-08,01:44:00,3,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","BEECH AIRCRAFT","F90","BE9T","TURBOÉLICE","BIMOTOR","4967","ENTRE 2250 E 5700 KG",8,"1981","ESTADOS UNIDOS","BRASIL","PARTICULAR","APROXIMAÇÃO FINAL","VOO PRIVADO","SUBSTANCIAL",0,"INSTRUÇÃO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3270","201202089219196","ACIDENTE","PANE SECA","COMBUSTÍVEL","FUEL",-1.3917,-48.4939,"BELÉM","PA",NA,2012-02-08,01:44:00,3,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","BEECH AIRCRAFT","F90","BE9T","TURBOÉLICE","BIMOTOR","4967","ENTRE 2250 E 5700 KG",8,"1981","ESTADOS UNIDOS","BRASIL","PARTICULAR","APROXIMAÇÃO FINAL","VOO PRIVADO","SUBSTANCIAL",0,"JULGAMENTO DE PILOTAGEM","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3271","201202089219196","ACIDENTE","PANE SECA","COMBUSTÍVEL","FUEL",-1.3917,-48.4939,"BELÉM","PA",NA,2012-02-08,01:44:00,3,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","BEECH AIRCRAFT","F90","BE9T","TURBOÉLICE","BIMOTOR","4967","ENTRE 2250 E 5700 KG",8,"1981","ESTADOS UNIDOS","BRASIL","PARTICULAR","APROXIMAÇÃO FINAL","VOO PRIVADO","SUBSTANCIAL",0,"PLANEJAMENTO DE VOO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3272","201202089219196","ACIDENTE","PANE SECA","COMBUSTÍVEL","FUEL",-1.3917,-48.4939,"BELÉM","PA",NA,2012-02-08,01:44:00,3,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","BEECH AIRCRAFT","F90","BE9T","TURBOÉLICE","BIMOTOR","4967","ENTRE 2250 E 5700 KG",8,"1981","ESTADOS UNIDOS","BRASIL","PARTICULAR","APROXIMAÇÃO FINAL","VOO PRIVADO","SUBSTANCIAL",0,"INFLUÊNCIAS EXTERNAS","ASPECTO PSICOLÓGICO","PSICOSSOCIAL","FATOR HUMANO"
"3273","201202107586498","INCIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-19.9375,-43.9265,"BELO HORIZONTE","MG","SBPR",2012-02-10,22:05:00,0,1,"NÃO","ÓRGÃO PÚBLICO","AVIÃO","CESSNA AIRCRAFT","210L","C210","PISTÃO","MONOMOTOR","1724","ATÉ 2250 KG",6,"1974","ESTADOS UNIDOS","BRASIL","ADMINISTRAÇÃO DIRETA","TÁXI","OPERAÇÃO POLICIAL","LEVE",0,NA,NA,NA,NA
"3274","201202109453619","INCIDENTE","ESTOURO DE PNEU","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE","SCF-NP",-18.919,-48.278,"UBERLÂNDIA","MG","SBUL",2012-02-10,04:00:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","PIAGGIO AERO INDUSTRIES","P.180","P180","TURBOÉLICE","BIMOTOR","5239","ENTRE 2250 E 5700 KG",10,"2011","NÃO IDENTIFICADO","BRASIL","PARTICULAR","POUSO","VOO PRIVADO","LEVE",0,NA,NA,NA,NA
"3275","201202123556982","INCIDENTE","DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE","SCF-NP",-22.8767,-43.2279,"RIO DE JANEIRO","RJ","SBGL",2012-02-12,02:20:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BOEING COMPANY","737-3Y0","B733","JATO","BIMOTOR","61234","ACIMA DE 5700 KG",156,"1989","ESTADOS UNIDOS","BRASIL","REGULAR","DESCIDA","VOO REGULAR","NENHUM",0,NA,NA,NA,NA
"3276","201202123872793","ACIDENTE","POUSO SEM TREM","CONTATO ANORMAL COM A PISTA","ARC",-22.8592,-47.1081,"CAMPINAS","SP","SDAM",2012-02-12,19:25:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","CESSNA AIRCRAFT","310R","C310","PISTÃO","BIMOTOR","2495","ENTRE 2250 E 5700 KG",6,"1979","ESTADOS UNIDOS","BRASIL","PARTICULAR","POUSO","VOO PRIVADO","LEVE",0,"ATENÇÃO","ASPECTO PSICOLÓGICO","INDIVIDUAL","FATOR HUMANO"
"3277","201202123872793","ACIDENTE","POUSO SEM TREM","CONTATO ANORMAL COM A PISTA","ARC",-22.8592,-47.1081,"CAMPINAS","SP","SDAM",2012-02-12,19:25:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","CESSNA AIRCRAFT","310R","C310","PISTÃO","BIMOTOR","2495","ENTRE 2250 E 5700 KG",6,"1979","ESTADOS UNIDOS","BRASIL","PARTICULAR","POUSO","VOO PRIVADO","LEVE",0,"ESQUECIMENTO DO PILOTO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3278","201202123872793","ACIDENTE","POUSO SEM TREM","CONTATO ANORMAL COM A PISTA","ARC",-22.8592,-47.1081,"CAMPINAS","SP","SDAM",2012-02-12,19:25:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","CESSNA AIRCRAFT","310R","C310","PISTÃO","BIMOTOR","2495","ENTRE 2250 E 5700 KG",6,"1979","ESTADOS UNIDOS","BRASIL","PARTICULAR","POUSO","VOO PRIVADO","LEVE",0,"OUTRO FATOR",NA,NA,NA
"3279","201202158487453","INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-13.3878,-38.9092,"CAIRU","BA","SNCL",2012-02-15,13:20:00,0,1,"SIM","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-720D","PA32","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",7,"1991","BRASIL","BRASIL","TÁXI AÉREO","POUSO","TÁXI AÉREO","LEVE",0,"APLICAÇÃO DE COMANDOS","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3280","201202158487453","INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-13.3878,-38.9092,"CAIRU","BA","SNCL",2012-02-15,13:20:00,0,1,"SIM","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-720D","PA32","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",7,"1991","BRASIL","BRASIL","TÁXI AÉREO","POUSO","TÁXI AÉREO","LEVE",0,"JULGAMENTO DE PILOTAGEM","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3281","201202158487453","INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-13.3878,-38.9092,"CAIRU","BA","SNCL",2012-02-15,13:20:00,0,1,"SIM","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-720D","PA32","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",7,"1991","BRASIL","BRASIL","TÁXI AÉREO","POUSO","TÁXI AÉREO","LEVE",0,"PLANEJAMENTO DE VOO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3282","201202158564157","ACIDENTE","COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO","COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO","CTOL",-32.2736,-53.0756,"ARROIO GRANDE","RS",NA,2012-02-15,13:00:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-202","IPAN","PISTÃO","MONOMOTOR","1800","ATÉ 2250 KG",1,"1994","BRASIL","BRASIL","ESPECIALIZADA","OUTRA FASE","OPERAÇÃO AGRÍCOLA","LEVE",0,NA,NA,NA,NA
"3283","201202166802412","ACIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-2.2467,-49.5528,"CAMETÁ","PA",NA,2012-02-16,12:30:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BEECH AIRCRAFT","95-B55","BE55","PISTÃO","BIMOTOR","2268","ENTRE 2250 E 5700 KG",6,"1982","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","DECOLAGEM","TÁXI AÉREO","DESTRUÍDA",4,"MEMÓRIA","ASPECTO PSICOLÓGICO","INDIVIDUAL","FATOR HUMANO"
"3284","201202166802412","ACIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-2.2467,-49.5528,"CAMETÁ","PA",NA,2012-02-16,12:30:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BEECH AIRCRAFT","95-B55","BE55","PISTÃO","BIMOTOR","2268","ENTRE 2250 E 5700 KG",6,"1982","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","DECOLAGEM","TÁXI AÉREO","DESTRUÍDA",4,"CAPACITAÇÃO E TREINAMENTO","ASPECTO PSICOLÓGICO","ORGANIZACIONAL","FATOR HUMANO"
"3285","201202166802412","ACIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-2.2467,-49.5528,"CAMETÁ","PA",NA,2012-02-16,12:30:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BEECH AIRCRAFT","95-B55","BE55","PISTÃO","BIMOTOR","2268","ENTRE 2250 E 5700 KG",6,"1982","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","DECOLAGEM","TÁXI AÉREO","DESTRUÍDA",4,"EQUIPAMENTO - CARACTERÍSTICAS ERGONÔMICAS","ERGONOMIA","ORGANIZACIONAL","FATOR HUMANO"
"3286","201202166802412","ACIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-2.2467,-49.5528,"CAMETÁ","PA",NA,2012-02-16,12:30:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BEECH AIRCRAFT","95-B55","BE55","PISTÃO","BIMOTOR","2268","ENTRE 2250 E 5700 KG",6,"1982","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","DECOLAGEM","TÁXI AÉREO","DESTRUÍDA",4,"CULTURA ORGANIZACIONAL","ASPECTO PSICOLÓGICO","ORGANIZACIONAL","FATOR HUMANO"
"3287","201202166802412","ACIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-2.2467,-49.5528,"CAMETÁ","PA",NA,2012-02-16,12:30:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BEECH AIRCRAFT","95-B55","BE55","PISTÃO","BIMOTOR","2268","ENTRE 2250 E 5700 KG",6,"1982","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","DECOLAGEM","TÁXI AÉREO","DESTRUÍDA",4,"INDISCIPLINA DE VOO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3288","201202166802412","ACIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-2.2467,-49.5528,"CAMETÁ","PA",NA,2012-02-16,12:30:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BEECH AIRCRAFT","95-B55","BE55","PISTÃO","BIMOTOR","2268","ENTRE 2250 E 5700 KG",6,"1982","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","DECOLAGEM","TÁXI AÉREO","DESTRUÍDA",4,"INSTRUÇÃO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3289","201202166802412","ACIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-2.2467,-49.5528,"CAMETÁ","PA",NA,2012-02-16,12:30:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BEECH AIRCRAFT","95-B55","BE55","PISTÃO","BIMOTOR","2268","ENTRE 2250 E 5700 KG",6,"1982","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","DECOLAGEM","TÁXI AÉREO","DESTRUÍDA",4,"JULGAMENTO DE PILOTAGEM","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3290","201202166802412","ACIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-2.2467,-49.5528,"CAMETÁ","PA",NA,2012-02-16,12:30:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BEECH AIRCRAFT","95-B55","BE55","PISTÃO","BIMOTOR","2268","ENTRE 2250 E 5700 KG",6,"1982","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","DECOLAGEM","TÁXI AÉREO","DESTRUÍDA",4,"MANUTENÇÃO DE AERONAVE","DESEMPENHO DO SER HUMANO","MANUTENÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3291","201202166802412","ACIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-2.2467,-49.5528,"CAMETÁ","PA",NA,2012-02-16,12:30:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BEECH AIRCRAFT","95-B55","BE55","PISTÃO","BIMOTOR","2268","ENTRE 2250 E 5700 KG",6,"1982","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","DECOLAGEM","TÁXI AÉREO","DESTRUÍDA",4,"PLANEJAMENTO GERENCIAL","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3292","201202166802412","ACIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-2.2467,-49.5528,"CAMETÁ","PA",NA,2012-02-16,12:30:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BEECH AIRCRAFT","95-B55","BE55","PISTÃO","BIMOTOR","2268","ENTRE 2250 E 5700 KG",6,"1982","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","DECOLAGEM","TÁXI AÉREO","DESTRUÍDA",4,"SUPERVISÃO GERENCIAL","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3293","201202166802412","ACIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-2.2467,-49.5528,"CAMETÁ","PA",NA,2012-02-16,12:30:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BEECH AIRCRAFT","95-B55","BE55","PISTÃO","BIMOTOR","2268","ENTRE 2250 E 5700 KG",6,"1982","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","DECOLAGEM","TÁXI AÉREO","DESTRUÍDA",4,"ATITUDE","ASPECTO PSICOLÓGICO","INDIVIDUAL","FATOR HUMANO"
"3294","201202172768830","INCIDENTE","POUSO EM LOCAL NÃO PREVISTO","OUTROS","OTHR",-24.3195,-46.9973,"PERUÍBE","SP",NA,2012-02-17,14:45:00,0,1,"NÃO","OPERADOR DE AERONAVE","HELICÓPTERO","ROBINSON HELICOPTER","R44","R44","PISTÃO","MONOMOTOR","1088","ATÉ 2250 KG",4,"1993","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","POUSO","TÁXI AÉREO","NENHUM",0,NA,NA,NA,NA
"3295","201202174290348","INCIDENTE","COLISÃO COM OBSTÁCULOS NO SOLO","COLISÃO NO SOLO","GCOL",-23.5674,-46.5704,"SÃO PAULO","SP",NA,2012-02-17,11:30:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","CIRRUS DESIGN","SR22","SR22","PISTÃO","MONOMOTOR","1542","ATÉ 2250 KG",4,"2003","ESTADOS UNIDOS","BRASIL","PARTICULAR","TÁXI","VOO PRIVADO","INDETERMINADO",0,NA,NA,NA,NA
"3296","201202176550308","INCIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-22.8808,-42.0201,"CABO FRIO","RJ",NA,2012-02-17,12:00:00,0,1,"NÃO","OPERADOR DE AERONAVE","HELICÓPTERO","EUROCOPTER FRANCE","EC 225 LP","EC25","TURBOEIXO","BIMOTOR","11000","ACIMA DE 5700 KG",21,"2010","FRANÇA","BRASIL","TÁXI AÉREO","CIRCUITO DE TRÁFEGO","TÁXI AÉREO","LEVE",0,NA,NA,NA,NA
"3297","201202176613731","INCIDENTE","TRÁFEGO AÉREO","PERDA DE SEPARAÇÃO / COLISÃO EM VOO","MAC",-22.8767,-43.2279,"RIO DE JANEIRO","RJ",NA,2012-02-17,23:00:00,0,3,"NÃO","OPERADOR PARTICULAR","AVIÃO","CIRRUS DESIGN","SR22","SR22","PISTÃO","MONOMOTOR","1542","ATÉ 2250 KG",4,"2010","ESTADOS UNIDOS","BRASIL","PARTICULAR","ESTACIONAMENTO","VOO PRIVADO","NENHUM",0,NA,NA,NA,NA
"3298","201202176613731","INCIDENTE","TRÁFEGO AÉREO","PERDA DE SEPARAÇÃO / COLISÃO EM VOO","MAC",-22.8767,-43.2279,"RIO DE JANEIRO","RJ",NA,2012-02-17,23:00:00,0,3,"NÃO","OPERADOR DE AERONAVE","AVIÃO","EMBRAER","EMB-500","E50P","JATO","BIMOTOR","4750","ENTRE 2250 E 5700 KG",6,"2010","BRASIL","BRASIL","TÁXI AÉREO","TÁXI","TÁXI AÉREO","NENHUM",0,NA,NA,NA,NA
"3299","201202176613731","INCIDENTE","TRÁFEGO AÉREO","PERDA DE SEPARAÇÃO / COLISÃO EM VOO","MAC",-22.8767,-43.2279,"RIO DE JANEIRO","RJ",NA,2012-02-17,23:00:00,0,3,"NÃO","OPERADOR PARTICULAR","AVIÃO","BEECH AIRCRAFT","C90A","BE9L","TURBOÉLICE","BIMOTOR","4694","ENTRE 2250 E 5700 KG",13,"1985","ESTADOS UNIDOS","BRASIL","PARTICULAR","TÁXI","VOO PRIVADO","NENHUM",0,NA,NA,NA,NA
"3300","201202198777284","INCIDENTE GRAVE","POUSO SEM TREM","CONTATO ANORMAL COM A PISTA","ARC",-11.4219,-37.3225,"ESTÂNCIA","SE","SNOD",2012-02-19,15:10:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","BEECH AIRCRAFT","58","BE58","PISTÃO","BIMOTOR","2449","ENTRE 2250 E 5700 KG",6,"1981","ESTADOS UNIDOS","BRASIL","PARTICULAR","POUSO","VOO PRIVADO","SUBSTANCIAL",0,"ESQUECIMENTO DO PILOTO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"3301","201202203483639","INCIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-2.9662,-60.2105,"MANAUS","AM","SWFN",2012-02-20,09:10:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","CESSNA AIRCRAFT","208B","C208","TURBOÉLICE","MONOMOTOR","3969","ENTRE 2250 E 5700 KG",11,"2011","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","TÁXI","TÁXI AÉREO","NENHUM",0,NA,NA,NA,NA
"3302","201202208574103","INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-22.9569,-46.5423,"BRAGANÇA PAULISTA","SP","SBBP",2012-02-20,15:10:00,0,1,"SIM","AEROCLUBE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","56-C","PAUL","PISTÃO","MONOMOTOR","660","ATÉ 2250 KG",2,"1961","BRASIL","BRASIL","INSTRUÇÃO","DECOLAGEM","VOO DE INSTRUÇÃO","SUBSTANCIAL",0,NA,NA,NA,NA
"3303","201202221779698","INCIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-25.5377,-49.2001,"SÃO JOSÉ DOS PINHAIS","PR","SBCT",2012-02-22,22:45:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BOEING COMPANY","737-341","B733","JATO","BIMOTOR","61235","ACIMA DE 5700 KG",156,"1991","ESTADOS UNIDOS","BRASIL","REGULAR","POUSO","VOO REGULAR","LEVE",0,NA,NA,NA,NA
"3304","201202224201721","INCIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-19.9375,-43.9265,"BELO HORIZONTE","MG","SBBH",2012-02-22,19:35:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","BEECH AIRCRAFT","58","BE58","PISTÃO","BIMOTOR","2449","ENTRE 2250 E 5700 KG",6,"1979","ESTADOS UNIDOS","BRASIL","PARTICULAR","DESCIDA","VOO PRIVADO","LEVE",0,NA,NA,NA,NA
"3305","201202238026115","ACIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-1.3611,-48.3567,"MARITUBA","PA",NA,2012-02-22,13:40:00,9,1,"NÃO","ÓRGÃO PÚBLICO","HELICÓPTERO","EUROCOPTER FRANCE","AS 350 BA","AS50","TURBOEIXO","MONOMOTOR","2100","ATÉ 2250 KG",6,"1995","FRANÇA","BRASIL","ADMINISTRAÇÃO DIRETA","OUTRA FASE","OPERAÇÃO POLICIAL","SUBSTANCIAL",0,"ESTRESSE","ASPECTO PSICOLÓGICO","INDIVIDUAL","FATOR HUMANO"
"3306","201202238026115","ACIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-1.3611,-48.3567,"MARITUBA","PA",NA,2012-02-22,13:40:00,9,1,"NÃO","ÓRGÃO PÚBLICO","HELICÓPTERO","EUROCOPTER FRANCE","AS 350 BA","AS50","TURBOEIXO","MONOMOTOR","2100","ATÉ 2250 KG",6,"1995","FRANÇA","BRASIL","ADMINISTRAÇÃO DIRETA","OUTRA FASE","OPERAÇÃO POLICIAL","SUBSTANCIAL",0,"PROCESSOS ORGANIZACIONAIS","ASPECTO PSICOLÓGICO","ORGANIZACIONAL","FATOR HUMANO"
"3307","201202238026115","ACIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-1.3611,-48.3567,"MARITUBA","PA",NA,2012-02-22,13:40:00,9,1,"NÃO","ÓRGÃO PÚBLICO","HELICÓPTERO","EUROCOPTER FRANCE","AS 350 BA","AS50","TURBOEIXO","MONOMOTOR","2100","ATÉ 2250 KG",6,"1995","FRANÇA","BRASIL","ADMINISTRAÇÃO DIRETA","OUTRA FASE","OPERAÇÃO POLICIAL","SUBSTANCIAL",0,"INDISCIPLINA DE VOO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
